mission_id,object_name,host_name,source_primary_id,ra,dec,koi_disposition,koi_period,koi_duration,koi_depth,koi_ror,koi_model_snr,koi_num_transits,koi_impact,koi_dor,koi_teq,koi_srho,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag
KEPLER,Kepler-660 b,,10526549,288.13824,47.724449,CONFIRMED,9.27358173,3.2875,1290.0,0.032563,87.2,144.0,0.387,20.65,649.0,1.93557,15.302,16.111,15.24,14.955,14.765,13.672,13.12,13.033
KEPLER,Kepler-661 b,,10583066,283.71088,47.86327,CONFIRMED,6.02930329,1.5821,1910.0,0.038838,65.4,215.0,0.258,29.31,678.0,13.09803,15.784,16.838,15.758,15.332,15.1,14.001,13.37,13.231
KEPLER,K00748.01,,10583180,283.76547,47.804298,FALSE POSITIVE,2.696370652,3.6129,398.0,0.017673,48.2,501.0,0.044,5.827,1066.0,0.51471,15.269,16.07,15.204,14.926,14.789,13.732,13.212,13.14
KEPLER,Kepler-226 c,,10601284,292.37613,47.880989,CONFIRMED,5.349553819,3.0278,831.0,0.025706,60.6,247.0,0.092,13.8015,919.0,1.73782,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633
KEPLER,Kepler-226 b,,10601284,292.37613,47.880989,CONFIRMED,3.94105221,2.5984,363.0,0.017105,28.9,322.0,0.226,11.51,1018.0,1.85636,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633
KEPLER,Kepler-226 d,,10601284,292.37613,47.880989,CONFIRMED,8.10904807,3.596,217.0,0.013127,14.1,141.0,0.025,17.46,800.0,1.5302,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633
KEPLER,K00113.01,,2306756,292.27374,37.671558,FALSE POSITIVE,386.6030528,6.8057,24900.0,0.240528,994.0,,0.9765,332.0,297.0,4.63335,12.394,12.933,12.322,12.163,12.094,11.151,10.808,10.72
KEPLER,Kepler-662 b,,10662202,290.46512,47.92918,CONFIRMED,21.67699193,3.4555,857.0,0.032666,34.3,62.0,0.896,24.6,530.0,0.60007,15.377,16.172,15.343,15.036,14.826,13.81,13.298,13.201
KEPLER,Kepler-663 b,,10682541,297.80826,47.946671,CONFIRMED,4.99677968,2.1717,935.0,0.030014,28.2,208.0,0.71,13.14,917.0,1.71827,15.861,16.577,15.805,15.554,15.445,14.448,14.018,13.903
KEPLER,Kepler-671 b,,11460018,294.26581,49.314091,CONFIRMED,4.280963604,2.875,751.0,0.025377,61.8,311.0,0.424,10.64,1012.0,1.24482,15.356,15.926,15.314,15.112,15.033,14.121,13.756,13.769
KEPLER,K00770.01,,11463211,295.66522,49.351009,FALSE POSITIVE,1.50635409,1.5155,2210.0,0.049899,181.1,882.0,0.86,4.67,1452.0,0.84722,15.525,16.051,15.474,15.299,15.23,14.266,13.905,13.821
KEPLER,K00771.01,,11465813,296.69861,49.316479,FALSE POSITIVE,670.645531,53.412,18100.0,0.131705,642.7,3.0,0.701,85.24,196.0,0.02605,15.207,15.533,14.917,15.068,14.96,13.678,13.317,13.254
KEPLER,K00772.01,,11493732,283.72592,49.479519,FALSE POSITIVE,61.2563628,7.633,5120.0,0.334628,85.3,13.0,1.248,29.1,505.0,0.12411,15.25,15.689,15.199,15.062,15.033,14.203,13.851,13.848
KEPLER,Kepler-672 b,,11507101,291.72202,49.480869,CONFIRMED,38.3775486,5.588,724.0,0.024901,34.7,37.0,0.468,47.8,529.0,1.40588,15.172,15.654,15.089,14.965,14.874,13.962,13.639,13.497
KEPLER,Kepler-229 d,,10910878,286.99948,48.37579,CONFIRMED,41.19725502,4.6297,2210.0,0.041693,51.2,26.0,0.045,70.75,439.0,3.9471,15.841,16.559,15.77,15.534,15.368,14.363,13.868,13.785
KEPLER,Kepler-229 b,,10910878,286.99948,48.37579,CONFIRMED,6.252962249,2.5819,1040.0,0.028604,47.1,167.0,0.105,18.94,823.0,3.28707,15.841,16.559,15.77,15.534,15.368,14.363,13.868,13.785
KEPLER,Kepler-665 b,,10987985,297.02563,48.478588,CONFIRMED,16.01308419,3.2554,1120.0,0.034369,33.2,65.0,0.799,24.7,593.0,1.10942,15.39,16.223,15.342,15.033,14.903,13.855,13.323,13.214
KEPLER,Kepler-230 b,,11018648,285.71854,48.505859,CONFIRMED,32.62876672,4.7971,1800.0,0.03852,80.0,34.0,0.021,53.95,506.0,2.79093,15.082,15.64,15.04,14.842,14.765,13.824,13.37,13.299
KEPLER,Kepler-230 c,,11018648,285.71854,48.505859,CONFIRMED,91.7732862,6.473,652.0,0.02432,19.1,11.0,0.606,89.4,359.0,1.60558,15.082,15.64,15.04,14.842,14.765,13.824,13.37,13.299
KEPLER,Kepler-1976 b,,11138155,292.16705,48.727589,CONFIRMED,4.959319244,2.22739,9800.0,0.103379,696.5,269.0,0.831,12.386,1103.0,1.46169,15.263,15.715,15.209,15.069,15.041,14.123,13.815,13.805
KEPLER,K00761.01,,11152159,297.92365,48.777321,FALSE POSITIVE,2.701287801,3.3827,860.0,0.06584,48.3,387.0,1.016,2.22,1222.0,0.02818,15.54,16.164,15.463,15.272,15.182,14.09,13.724,13.742
KEPLER,Kepler-666 b,,11153539,298.45685,48.791592,CONFIRMED,4.49876511,3.7362,460.0,0.019817,29.5,238.0,0.312,8.95,1133.0,0.67106,15.395,15.874,15.335,15.19,15.084,14.199,13.853,13.807
KEPLER,K00763.01,,11242721,291.0939,48.933842,FALSE POSITIVE,19.65120951,5.2514,11800.0,0.106953,513.4,59.0,0.723,23.98,730.0,0.67559,15.536,16.02,15.488,15.329,15.243,14.322,14.024,13.921
KEPLER,Kepler-105 b,,9579641,287.88733,46.276241,CONFIRMED,5.412203927,2.9472,602.0,0.024775,166.7,244.0,0.787,9.25,1093.0,0.51087,12.791,13.111,12.732,12.654,12.648,11.811,11.555,11.503
KEPLER,Kepler-667 b,,11304958,295.55505,49.017342,CONFIRMED,41.43958662,10.5989,2790.0,0.048175,141.1,33.0,0.355,29.47,516.0,0.28189,15.4,16.068,15.32,15.114,14.996,13.948,13.596,13.519
KEPLER,Kepler-668 b,,11391957,285.49924,49.277351,CONFIRMED,8.35389523,2.2514,1040.0,0.029305,43.4,127.0,0.023,29.18,790.0,6.73215,15.317,15.862,15.267,15.083,14.985,13.996,13.582,13.533
KEPLER,Kepler-669 b,,11403044,291.93616,49.253979,CONFIRMED,4.125543472,3.1744,1490.0,0.036796,128.6,323.0,0.597,8.45,1243.0,0.67162,15.506,15.977,15.453,15.305,15.253,14.38,14.083,14.198
KEPLER,Kepler-670 b,,11414511,297.01547,49.225288,CONFIRMED,2.816504904,2.50587,16800.0,0.117059,1406.8,474.0,0.105,9.571,1219.0,2.09079,15.052,15.636,14.988,14.802,14.685,13.732,13.393,13.315
KEPLER,K00768.01,,11442465,284.17233,49.360722,FALSE POSITIVE,33.93373447,14.561,8500.0,0.095386,236.1,31.0,0.812,13.12,430.0,0.0371,15.716,16.453,15.673,15.4,15.253,14.249,13.732,13.748
KEPLER,Kepler-680 b,,12110942,291.62241,50.61824,CONFIRMED,3.689920099,2.6557,427.0,0.018878,35.6,360.0,0.151,10.71,1147.0,1.70798,15.242,15.735,15.177,15.031,14.969,14.012,13.72,13.764
KEPLER,Kepler-232 b,,12366084,295.81616,51.121738,CONFIRMED,4.431238488,3.15,1010.0,0.02933,71.1,302.0,0.405,10.19,1104.0,1.01996,15.367,15.912,15.311,15.133,15.081,14.179,13.799,13.765
KEPLER,Kepler-232 c,,12366084,295.81616,51.121738,CONFIRMED,11.37936986,2.6255,1020.0,0.035628,37.9,109.0,0.911,16.31,806.0,0.63438,15.367,15.912,15.311,15.133,15.081,14.179,13.799,13.765
KEPLER,Kepler-681 b,,12404086,289.39972,51.25032,CONFIRMED,26.39432897,3.573,1510.0,0.03681,48.2,51.0,0.602,47.7,489.0,2.93923,15.234,15.956,15.16,14.924,14.816,13.757,13.272,13.172
KEPLER,Kepler-106 c,,8395660,300.86398,44.337551,CONFIRMED,13.57078281,3.3539,512.0,0.023908,88.4,101.0,0.866,16.93,785.0,0.49865,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431
KEPLER,Kepler-105 c,,9579641,287.88733,46.276241,CONFIRMED,7.12594387,3.0014,192.0,0.01512,47.1,181.0,0.898,8.62,997.0,0.23879,12.791,13.111,12.732,12.654,12.648,11.811,11.555,11.503
KEPLER,K00774.01,,11656840,288.98682,49.733742,FALSE POSITIVE,7.442652004,2.3078,24400.0,0.143936,835.6,180.0,0.137,27.99,967.0,7.48712,15.27,15.712,15.224,15.08,14.994,14.143,13.789,13.699
KEPLER,Kepler-52 c,,11754553,286.73804,49.97575,CONFIRMED,16.38489988,3.0249,1130.0,0.029758,28.9,65.0,0.001,42.62,433.0,5.4538,15.095,16.328,15.068,14.567,14.305,13.153,12.507,12.36
KEPLER,Kepler-52 b,,11754553,286.73804,49.97575,CONFIRMED,7.8774163,2.0805,1310.0,0.03209,38.7,135.0,0.041,29.84,553.0,8.09685,15.095,16.328,15.068,14.567,14.305,13.153,12.507,12.36
KEPLER,Kepler-52 d,,11754553,286.73804,49.97575,CONFIRMED,36.4454001,4.007,1120.0,0.029681,21.7,27.0,0.028,71.53,332.0,5.21237,15.095,16.328,15.068,14.567,14.305,13.153,12.507,12.36
KEPLER,Kepler-673 b,,11812062,290.78574,50.054119,CONFIRMED,3.728732147,2.683,5230.0,0.068178,345.2,357.0,0.558,9.7,1023.0,1.24118,15.523,16.107,15.461,15.273,15.177,14.179,13.825,13.669
KEPLER,K00777.01,,11818800,294.31686,50.080231,CANDIDATE,40.4195037,3.362,6260.0,0.088069,36.9,36.0,0.911,54.7,467.0,1.89549,15.487,16.1,15.463,15.224,15.091,14.029,13.631,13.491
KEPLER,Kepler-674 b,,11853255,285.17621,50.149818,CONFIRMED,2.243380573,1.1196,822.0,0.032248,38.9,472.0,0.915,7.38,822.0,1.50915,15.135,16.369,15.11,14.607,14.322,13.213,12.521,12.394
KEPLER,K00779.01,,11909839,289.23553,50.241001,FALSE POSITIVE,10.40599802,6.5036,14500.0,0.111248,745.2,117.0,0.324,13.012,833.0,0.38489,15.562,16.096,15.528,15.333,15.219,14.305,13.944,13.93
KEPLER,Kepler-675 b,,11918099,293.83331,50.23035,CONFIRMED,2.337437946,1.9982,971.0,0.027998,82.4,578.0,0.28,8.86,1070.0,2.41093,15.334,16.11,15.283,15.001,14.882,13.81,13.3,13.195
KEPLER,K00780.02,,11918099,293.83331,50.23035,CANDIDATE,7.2406612,0.558,556.0,0.232818,13.7,168.0,1.198,28.8,734.0,8.66412,15.334,16.11,15.283,15.001,14.882,13.81,13.3,13.195
KEPLER,K00115.03,,9579641,287.88733,46.276241,CANDIDATE,3.43591631,3.133,23.2,0.004612,8.7,357.0,0.624,6.65,1272.0,0.47024,12.791,13.111,12.732,12.654,12.648,11.811,11.555,11.503
KEPLER,Kepler-676 b,,11923270,296.22195,50.28722,CONFIRMED,11.59822233,2.5237,2800.0,0.051287,71.0,115.0,0.679,28.2,396.0,3.14915,15.937,17.501,16.14,15.267,14.795,13.474,12.813,12.628
KEPLER,Kepler-677 b,,11960862,290.09805,50.321609,CONFIRMED,6.575315881,4.3084,2790.0,0.049152,221.1,205.0,0.39,11.37,1015.0,0.64392,15.312,15.797,15.275,15.104,15.03,14.071,13.793,13.686
KEPLER,Kepler-678 b,,12020329,295.45529,50.49456,CONFIRMED,7.275040844,7.5377,3000.0,0.051358,312.1,188.0,0.547,6.66,833.0,0.10578,15.08,15.69,14.996,14.819,14.745,13.732,13.402,13.26
KEPLER,Kepler-231 c,,12066335,293.97336,50.53191,CONFIRMED,19.27153892,2.7594,1220.0,0.031585,37.1,67.0,0.031,55.02,393.0,8.48241,15.385,16.618,15.383,14.857,14.592,13.405,12.775,12.589
KEPLER,Kepler-231 b,,12066335,293.97336,50.53191,CONFIRMED,10.06524317,1.369,1050.0,0.031153,30.3,126.0,0.628,45.9,488.0,18.09666,15.385,16.618,15.383,14.857,14.592,13.405,12.775,12.589
KEPLER,Kepler-679 b,,12070811,296.02133,50.56778,CONFIRMED,12.3935651,3.8896,917.0,0.032536,35.8,107.0,0.883,13.07,677.0,0.27483,15.505,16.079,15.474,15.258,15.177,14.196,13.783,13.692
KEPLER,Kepler-106 e,,8395660,300.86398,44.337551,CONFIRMED,43.84439721,6.802,615.0,0.025934,83.7,29.0,0.852,28.2,531.0,0.22039,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431
KEPLER,K00798.01,,3120431,292.31595,38.27029,FALSE POSITIVE,3.341913228,3.813,725.0,0.243351,39.0,780.0,1.213,2.19,1032.0,0.01791,15.629,16.325,15.556,15.331,15.173,14.14,13.729,13.681
KEPLER,K00799.01,,3246984,294.36819,38.31028,FALSE POSITIVE,1.626630225,2.1145,1620.0,0.305244,103.6,664.0,1.26,2.38,1547.0,0.09631,15.279,15.857,15.224,15.031,14.88,13.918,13.59,13.507
KEPLER,Kepler-234 b,,3342970,291.65353,38.494659,CONFIRMED,2.711504086,3.0099,838.0,0.026533,64.5,494.0,0.023,7.088,1420.0,0.91618,15.541,16.007,15.483,15.341,15.262,14.387,14.104,14.065
KEPLER,Kepler-234 c,,3342970,291.65353,38.494659,CONFIRMED,7.21203748,4.0491,950.0,0.028255,51.5,165.0,0.012,14.003,1025.0,0.99867,15.541,16.007,15.483,15.341,15.262,14.387,14.104,14.065
KEPLER,K00789.01,,12459725,291.0448,51.321671,FALSE POSITIVE,14.1798187,2.505,460.0,0.019561,11.2,,0.1601,43.54,711.0,7.76746,15.727,16.243,15.658,15.506,15.404,14.464,14.175,14.149
KEPLER,Kepler-233 b,,12470844,296.36652,51.319519,CONFIRMED,8.47237911,2.7245,1120.0,0.030119,47.6,159.0,0.022,24.47,751.0,3.86328,15.339,15.945,15.271,15.079,14.978,14.006,13.555,13.453
KEPLER,Kepler-233 c,,12470844,296.36652,51.319519,CONFIRMED,60.4189369,5.039,931.0,0.027422,20.1,22.0,0.094,93.71,390.0,4.26444,15.339,15.945,15.271,15.079,14.978,14.006,13.555,13.453
KEPLER,Kepler-682 b,,12644822,289.11221,51.737381,CONFIRMED,12.61190435,5.1497,6110.0,0.073758,277.2,104.0,0.55,17.27,753.0,0.61222,15.14,15.659,15.072,14.918,14.825,13.942,13.546,13.478
KEPLER,K00792.01,,2440757,290.84369,37.728828,FALSE POSITIVE,1.433769925,1.8868,1980.0,0.318591,112.6,481.0,1.268,2.46,1920.0,0.1372,15.122,15.561,15.088,14.934,14.832,13.985,13.638,13.579
KEPLER,K00793.01,,2445129,291.84891,37.713501,FALSE POSITIVE,10.31872301,3.836,872.0,0.247006,38.2,130.0,1.215,5.92,876.0,0.03681,15.065,15.603,15.003,14.834,14.722,13.817,13.51,13.437
KEPLER,Kepler-683 b,,2713049,291.43997,37.905659,CONFIRMED,2.539183147,2.4282,382.0,0.017724,38.9,528.0,0.238,7.93,1332.0,1.46261,15.026,15.535,14.987,14.808,14.762,13.812,13.465,13.358
KEPLER,Kepler-684 b,,3114167,290.87051,38.273628,CONFIRMED,6.770300385,2.0844,1300.0,0.037414,50.8,200.0,0.838,15.21,812.0,1.45164,15.591,16.126,15.562,15.362,15.258,14.318,13.91,13.828
KEPLER,K00796.01,,3114661,290.99689,38.28492,FALSE POSITIVE,0.444291966,2.0792,11000.0,0.396105,299.7,1466.0,1.258,1.641,1836.0,0.42351,15.748,16.397,15.713,15.47,15.327,14.33,13.832,13.751
KEPLER,K00797.01,,3115833,291.28195,38.241669,CANDIDATE,10.181584,3.5089,5740.0,0.084708,183.6,129.0,0.92,12.776,812.0,0.38059,15.657,16.162,15.621,15.441,15.32,14.408,14.036,13.939
KEPLER,Kepler-235 d,,4139816,286.07913,39.27832,CONFIRMED,20.06036336,3.3203,1490.0,0.036455,35.2,59.0,0.556,40.4,361.0,3.09445,15.954,17.187,15.978,15.425,15.103,13.952,13.278,13.116
KEPLER,Kepler-235 e,,4139816,286.07913,39.27832,CONFIRMED,46.1842039,4.758,1390.0,0.033974,26.0,25.0,0.013,76.67,273.0,3.99779,15.954,17.187,15.978,15.425,15.103,13.952,13.278,13.116
KEPLER,Kepler-106 d,,8395660,300.86398,44.337551,CONFIRMED,23.9800854,5.351,104.0,0.011879,17.1,56.0,0.95,11.98,649.0,0.05654,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431
KEPLER,Kepler-235 c,,4139816,286.07913,39.27832,CONFIRMED,7.82502168,2.186,521.0,0.022312,15.9,154.0,0.708,20.2,494.0,2.54508,15.954,17.187,15.978,15.425,15.103,13.952,13.278,13.116
KEPLER,Kepler-688 b,,4275191,294.65524,39.308361,CONFIRMED,3.895936525,2.3111,8540.0,0.08689,370.8,275.0,0.524,12.29,1005.0,2.31292,15.725,16.318,15.676,15.471,15.299,14.364,13.969,13.924
KEPLER,Kepler-689 b,,4476123,294.71063,39.52174,CONFIRMED,22.36646466,5.228,987.0,0.028938,32.1,48.0,0.4,31.0,536.0,1.12517,15.583,16.2,15.535,15.318,15.201,14.236,13.849,13.714
KEPLER,Kepler-685 b,,3351888,293.87192,38.422939,CONFIRMED,1.625522174,2.38963,7970.0,0.080543,799.7,657.0,0.076,5.6364,1579.0,1.28198,15.001,15.595,14.923,14.746,14.625,13.656,13.355,13.307
KEPLER,K00802.01,,3453214,293.81619,38.563568,CANDIDATE,19.62034692,2.0038,21700.0,0.137595,340.5,52.0,0.458,77.9,643.0,23.21659,15.562,16.07,15.519,15.344,15.269,14.364,13.996,13.894
KEPLER,K00803.01,,3554600,293.94116,38.601101,FALSE POSITIVE,7.544039,6.222,323.0,0.194187,14.2,143.0,1.175,2.28,838.0,0.00393,15.559,16.125,15.509,15.316,15.222,14.282,13.905,13.841
KEPLER,Kepler-1727 b,,3641726,290.33362,38.72823,CONFIRMED,9.02930689,3.1449,1020.0,0.028718,53.9,146.0,0.024,22.57,757.0,2.66613,15.387,16.037,15.302,15.108,14.931,13.931,13.479,13.429
KEPLER,K00805.01,,3734868,287.69675,38.886452,FALSE POSITIVE,10.32803571,7.7915,16900.0,0.118805,636.8,114.0,0.281,10.988,843.0,0.23528,15.646,16.254,15.594,15.386,15.256,14.332,13.883,13.844
KEPLER,Kepler-30 d,,3832474,285.28363,38.947281,CONFIRMED,143.2063047,8.9302,10600.0,0.094044,138.8,9.0,0.379,125.8,308.0,1.83449,15.403,16.048,15.349,15.126,15.017,13.997,13.618,13.581
KEPLER,Kepler-106 b,,8395660,300.86398,44.337551,CONFIRMED,6.164876,3.262,55.8,0.007192,14.4,207.0,0.646,11.19,1021.0,0.69664,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431
KEPLER,Kepler-30 c,,3832474,285.28363,38.947281,CONFIRMED,60.32494216,6.6188,20300.0,0.128744,347.2,22.0,0.224,77.04,411.0,2.37656,15.403,16.048,15.349,15.126,15.017,13.997,13.618,13.581
KEPLER,Kepler-30 b,,3832474,285.28363,38.947281,CONFIRMED,29.1598615,4.803,488.0,0.02018,11.6,,0.3619,44.2,524.0,1.92739,15.403,16.048,15.349,15.126,15.017,13.997,13.618,13.581
KEPLER,K00807.01,,3836375,286.92639,38.921631,FALSE POSITIVE,1.540397253,2.1541,816.0,0.257087,38.8,842.0,1.225,1.971,1470.0,0.06102,15.974,16.573,15.894,15.718,15.607,14.629,14.281,14.171
KEPLER,K00808.01,,3838486,287.74881,38.92955,FALSE POSITIVE,2.99025443,5.414,589.0,0.021279,48.5,454.0,0.014,4.349,918.0,0.17407,15.842,16.828,15.856,15.42,15.132,14.024,13.419,13.279
KEPLER,Kepler-686 b,,3935914,285.21381,39.027481,CONFIRMED,1.594745374,1.9604,15000.0,0.115879,1009.3,762.0,0.514,6.203,1539.0,1.77544,15.53,16.028,15.49,15.316,15.2,14.35,13.941,13.917
KEPLER,Kepler-1728 b,,3940418,287.09399,39.060719,CONFIRMED,4.783002698,2.335,1010.0,0.028315,70.6,281.0,0.003,16.102,886.0,3.45234,15.119,15.847,15.037,14.808,14.681,13.643,13.232,13.203
KEPLER,Kepler-687 b,,4049131,289.31543,39.153278,CONFIRMED,20.50588921,4.0595,2110.0,0.041039,78.5,69.0,0.26,38.91,518.0,2.64998,15.398,16.241,15.343,15.036,14.877,13.842,13.251,13.216
KEPLER,Kepler-235 b,,4139816,286.07913,39.27832,CONFIRMED,3.340218842,1.9104,1630.0,0.037683,71.6,398.0,0.466,12.4,656.0,3.23586,15.954,17.187,15.978,15.425,15.103,13.952,13.278,13.116
KEPLER,K00828.01,,5287983,295.37805,40.493401,FALSE POSITIVE,2.507089906,2.0067,1340.0,0.295115,64.9,408.0,1.255,3.32,1326.0,0.11003,15.555,16.109,15.512,15.317,15.284,14.3,13.958,13.912
KEPLER,Kepler-53 b,,5358241,290.46176,40.562462,CONFIRMED,18.64932728,4.4056,894.0,0.027096,46.1,71.0,0.08,33.12,701.0,1.97596,15.386,15.867,15.354,15.179,15.139,14.252,13.906,13.807
KEPLER,Kepler-107 c,,10875245,297.02826,48.208611,CONFIRMED,4.90144976,4.1654,141.0,0.011136,50.6,193.0,0.529,7.78,1262.0,0.3709,12.487,12.904,12.427,12.309,12.274,11.392,11.114,11.06
KEPLER,Kepler-53 d,,5358241,290.46176,40.562462,CONFIRMED,9.75192101,4.793,418.0,0.024042,28.5,132.0,0.949,6.05,870.0,0.044,15.386,15.867,15.354,15.179,15.139,14.252,13.906,13.807
KEPLER,Kepler-53 c,,5358241,290.46176,40.562462,CONFIRMED,38.5576546,5.794,993.0,0.03498,39.7,37.0,0.911,24.9,550.0,0.19756,15.386,15.867,15.354,15.179,15.139,14.252,13.906,13.807
KEPLER,Kepler-428 b,,5358624,290.58173,40.5774,CONFIRMED,3.525632539,2.59959,22300.0,0.13372,1996.7,382.0,0.12,11.699,975.0,2.43681,15.224,15.961,15.142,14.908,14.758,13.767,13.295,13.234
KEPLER,K00815.01,,4544670,285.92001,39.624828,CANDIDATE,34.84398644,2.9315,4520.0,0.080046,76.8,40.0,0.934,49.31,511.0,1.86832,15.684,16.307,15.646,15.417,15.322,14.363,13.96,13.875
KEPLER,Kepler-690 b,,4664847,294.4899,39.771439,CONFIRMED,7.748094239,3.5957,2470.0,0.046615,113.2,133.0,0.517,15.0,964.0,1.06292,15.67,16.254,15.609,15.42,15.327,14.412,14.113,14.106
KEPLER,Kepler-236 c,,4725681,283.86639,39.898079,CONFIRMED,23.96793669,3.827,1180.0,0.03141,27.5,43.0,0.416,45.2,329.0,3.03325,15.414,16.862,15.508,14.793,14.419,13.224,12.537,12.312
KEPLER,Kepler-236 b,,4725681,283.86639,39.898079,CONFIRMED,8.29561738,1.3421,824.0,0.03178,17.9,119.0,0.888,24.8,469.0,4.18931,15.414,16.862,15.508,14.793,14.419,13.224,12.537,12.312
KEPLER,Kepler-691 b,,4913852,288.81201,40.033401,CONFIRMED,8.11437482,2.2736,1560.0,0.037204,56.4,167.0,0.573,23.58,460.0,3.76716,15.877,17.474,16.091,15.192,14.705,13.405,12.723,12.492
KEPLER,K00819.01,,4932348,294.14789,40.055538,FALSE POSITIVE,38.03672948,4.34617,82900.0,0.27018,1300.0,26.0,0.501,78.037,500.0,6.21385,15.472,16.078,15.4,15.212,15.152,14.223,13.85,13.796
